"snippet","data_ref","x","y","tied_data_refs"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:21:22",502.817,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:25:26",506.852,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:33:34",511.042,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:42:43",519.992,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:46:47",524.394,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:52:53",529.291,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:2:3",533.488,15.289,""
"b","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:8:9",537.097,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:11:12",539.526,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:17:18",541.955,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:21:22",544.384,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:26:27",549.934,15.289,""
"b","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:68:34:35",554.124,15.289,""
